date,year,month,previous_day_rain_mm,season,rain_amount_mm,rain_occurrence,pred_rainfall,pred_rain_occurrence,rain_probability,error,sample_type
20151121,2015,11,7.4,Fall,2.2,1,3.5191520203469824,1,0.8795812142942254,1.3191520203469822,train
20151122,2015,11,2.2,Fall,3.2,1,2.914627706860832,1,0.8051633626786718,-0.28537229313916823,train
20151123,2015,11,3.2,Fall,0.3,1,2.3813827283114253,1,0.7046839214334724,2.0813827283114255,train
20151124,2015,11,0.3,Fall,0.0,0,1.0379873420553456,1,0.6398860467274012,1.0379873420553456,train
20151125,2015,11,0.0,Fall,9.8,1,1.4932906540221385,0,0.3851157341654441,-8.306709345977863,train
20151126,2015,11,9.8,Fall,1.1,1,3.4054821883744113,1,0.9873305645571778,2.305482188374411,train
20151127,2015,11,1.1,Fall,0.1,0,1.609586290726448,0,0.48388361474468544,1.509586290726448,train
20151128,2015,11,0.1,Fall,2.3,1,1.3752859673052793,1,0.5656421823553975,-0.9247140326947205,train
20151129,2015,11,2.3,Fall,5.1,1,2.8363012190356094,1,0.8288138527339,-2.2636987809643903,train
20151130,2015,11,5.1,Fall,6.1,1,4.410128106703242,1,0.8551064796793383,-1.6898718932967576,train
20151201,2015,12,6.1,Winter,20.6,1,8.54472409418489,1,0.9400331881651651,-12.055275905815112,train
20151202,2015,12,20.6,Winter,1.0,1,4.503274896303151,1,0.8972425689122997,3.503274896303151,train
20151203,2015,12,1.0,Winter,0.0,0,1.4828783076458578,1,0.5097147804486016,1.4828783076458578,train
20151204,2015,12,0.0,Winter,4.9,1,1.5557255729829218,0,0.41094313375851294,-3.3442744270170786,train
20151205,2015,12,4.9,Winter,0.0,0,2.212533850955398,1,0.8757341038187276,2.212533850955398,train
20151206,2015,12,0.0,Winter,0.0,0,1.5557255729829218,0,0.41094313375851294,1.5557255729829218,train
20151207,2015,12,0.0,Winter,0.0,0,1.5557255729829218,0,0.41094313375851294,1.5557255729829218,train
20151208,2015,12,0.0,Winter,0.0,0,1.5557255729829218,0,0.41094313375851294,1.5557255729829218,train
20151209,2015,12,0.0,Winter,2.3,1,1.5557255729829218,0,0.41094313375851294,-0.744274427017078,train
20151210,2015,12,2.3,Winter,0.1,0,1.5337552378628374,1,0.7167015358980074,1.4337552378628373,train
20151211,2015,12,0.1,Winter,6.0,1,2.0686164756624694,1,0.5196951273658232,-3.9313835243375306,train
20151212,2015,12,6.0,Winter,4.0,1,6.982469070008442,1,0.9400331881651651,2.9824690700084417,train
20151213,2015,12,4.0,Winter,5.1,1,0.8949868848187951,1,0.7861891542904154,-4.205013115181204,train
20151214,2015,12,5.1,Winter,1.1,1,3.7471735426849393,1,0.8823345345276844,2.647173542684939,train
20151215,2015,12,1.1,Winter,0.3,1,2.0754197764678533,1,0.6950908278835924,1.7754197764678532,train
20151216,2015,12,0.3,Winter,4.3,1,1.0882886292007723,1,0.6583129705736042,-3.2117113707992275,train
20151217,2015,12,4.3,Winter,3.0,1,5.576650328311991,1,0.9675557733987427,2.576650328311991,train
20151218,2015,12,3.0,Winter,0.4,1,1.679623977086034,1,0.851480027172476,1.2796239770860338,train
20151219,2015,12,0.4,Winter,0.0,0,0.4295293955685732,1,0.5679104615985925,0.4295293955685732,train
20151220,2015,12,0.0,Winter,0.0,0,1.5557255729829218,0,0.41094313375851294,1.5557255729829218,train
20151221,2015,12,0.0,Winter,0.8,1,1.5557255729829218,0,0.41094313375851294,0.7557255729829218,train
20151222,2015,12,0.8,Winter,4.1,1,2.280320604037352,1,0.624299278826405,-1.8196793959626478,train
20151223,2015,12,4.1,Winter,0.2,1,2.2563347922483366,1,0.9372069009033848,2.0563347922483364,train
20151224,2015,12,0.2,Winter,0.0,0,1.5751653115023716,0,0.4377609873194587,1.5751653115023716,train
20151225,2015,12,0.0,Winter,5.1,1,1.5557255729829218,0,0.41094313375851294,-3.544274427017078,train
20151226,2015,12,5.1,Winter,0.6,1,3.7471735426849393,1,0.8823345345276844,3.147173542684939,train
20151227,2015,12,0.6,Winter,0.0,0,3.0854937623309664,1,0.5250292747243566,3.0854937623309664,train
20151228,2015,12,0.0,Winter,0.0,0,1.5557255729829218,0,0.41094313375851294,1.5557255729829218,train
20151229,2015,12,0.0,Winter,0.0,0,1.5557255729829218,0,0.41094313375851294,1.5557255729829218,train
20151230,2015,12,0.0,Winter,0.0,0,1.5557255729829218,0,0.41094313375851294,1.5557255729829218,train
20151231,2015,12,0.0,Winter,1.8,1,1.5557255729829218,0,0.41094313375851294,-0.24427442701707824,train
20160101,2016,1,1.8,Winter,0.0,0,3.1929329479098945,1,0.8415549544364821,3.1929329479098945,train
20160102,2016,1,0.0,Winter,2.9,1,2.7518695620731117,1,0.5354406391531737,-0.14813043792688818,train
20160103,2016,1,2.9,Winter,5.4,1,3.754430868818684,1,0.8761722888183756,-1.6455691311813165,train
20160104,2016,1,5.4,Winter,12.5,1,5.197434718511509,1,0.9566313950012953,-7.302565281488491,train
20160105,2016,1,12.5,Winter,0.3,1,4.258954283570748,1,0.9279801259645926,3.9589542835707485,train
20160106,2016,1,0.3,Winter,1.2,1,2.2741911431705497,1,0.8050789348137406,1.0741911431705498,train
20160107,2016,1,1.2,Winter,0.5,1,3.448754241545351,1,0.8433662394975129,2.948754241545351,train
20160108,2016,1,0.5,Winter,8.5,1,2.8480635077231398,1,0.5414329789873707,-5.65193649227686,train
20160109,2016,1,8.5,Winter,0.2,1,3.0771288501733505,1,0.8990315675333043,2.8771288501733503,train
20160110,2016,1,0.2,Winter,0.9,1,2.442104798340769,1,0.6466159514770559,1.5421047983407692,train
20160111,2016,1,0.9,Winter,0.3,1,1.3807676626602632,1,0.6135152542946526,1.0807676626602631,train
20160112,2016,1,0.3,Winter,4.2,1,2.2741911431705497,1,0.8050789348137406,-1.9258088568294505,train
20160113,2016,1,4.2,Winter,6.8,1,7.200827562736871,1,0.9303211204656161,0.4008275627368709,train
20160114,2016,1,6.8,Winter,1.8,1,1.9856628907148224,1,0.9394020061995074,0.18566289071482234,train
20160115,2016,1,1.8,Winter,6.2,1,3.1929329479098945,1,0.8415549544364821,-3.0070670520901057,train
20160116,2016,1,6.2,Winter,1.6,1,3.8229928712746166,1,0.8733063472930112,2.2229928712746165,train
20160117,2016,1,1.6,Winter,0.8,1,3.0245805053479486,1,0.9438218987618263,2.224580505347949,train
20160118,2016,1,0.8,Winter,0.0,0,1.8692385783339895,1,0.5060936921271444,1.8692385783339895,train
20160119,2016,1,0.0,Winter,0.0,0,2.7518695620731117,1,0.5354406391531737,2.7518695620731117,train
20160120,2016,1,0.0,Winter,0.0,0,2.7518695620731117,1,0.5354406391531737,2.7518695620731117,train
20160121,2016,1,0.0,Winter,0.4,1,2.7518695620731117,1,0.5354406391531737,2.351869562073112,train
20160122,2016,1,0.4,Winter,0.0,0,2.2741911431705497,1,0.596215781174377,2.2741911431705497,train
20160123,2016,1,0.0,Winter,6.4,1,2.7518695620731117,1,0.5354406391531737,-3.6481304379268886,train
20160124,2016,1,6.4,Winter,1.6,1,3.1864587416866494,1,0.9259448561291392,1.5864587416866494,train
20160125,2016,1,1.6,Winter,0.5,1,3.0245805053479486,1,0.9438218987618263,2.5245805053479486,train
20160126,2016,1,0.5,Winter,0.0,0,2.8480635077231398,1,0.5414329789873707,2.8480635077231398,train
20160127,2016,1,0.0,Winter,3.3,1,2.7518695620731117,1,0.5354406391531737,-0.5481304379268881,train
20160128,2016,1,3.3,Winter,7.7,1,3.5456669321757777,1,0.8380549574030306,-4.154333067824222,train
20160129,2016,1,7.7,Winter,0.0,0,1.4960232601805,1,0.5341206381230447,1.4960232601805,train
20160130,2016,1,0.0,Winter,14.1,1,2.7518695620731117,1,0.5354406391531737,-11.348130437926887,train
20160131,2016,1,14.1,Winter,10.7,1,5.428050667685749,1,0.9611267710705677,-5.27194933231425,train
20160201,2016,2,10.7,Winter,5.2,1,4.120856770594844,1,0.8027645928526991,-1.0791432294051564,train
20160202,2016,2,5.2,Winter,1.2,1,5.436859874055249,1,0.9490723140763093,4.2368598740552486,train
20160203,2016,2,1.2,Winter,4.4,1,3.5860311603368076,1,0.8438046921981801,-0.8139688396631928,train
20160204,2016,2,4.4,Winter,1.7,1,11.036243436284602,1,0.9716735687253458,9.336243436284603,train
20160205,2016,2,1.7,Winter,4.9,1,4.553178050321207,1,0.9341125739204013,-0.34682194967879365,train
20160206,2016,2,4.9,Winter,0.6,1,6.9617421529876715,1,0.9798460298531199,6.361742152987672,train
20160207,2016,2,0.6,Winter,1.2,1,2.0183212854840735,1,0.5634838879968113,0.8183212854840736,train
20160208,2016,2,1.2,Winter,5.9,1,3.5860311603368076,1,0.8438046921981801,-2.313968839663193,train
20160209,2016,2,5.9,Winter,5.8,1,6.491254308134841,1,0.9228236278304047,0.691254308134841,train
20160210,2016,2,5.8,Winter,21.1,1,9.130437009656486,1,0.9490553237128821,-11.969562990343515,train
20160211,2016,2,21.1,Winter,2.6,1,3.760436844512867,1,0.9091072264921579,1.160436844512867,train
20160212,2016,2,2.6,Winter,0.1,0,4.742179638809106,1,0.6601164970359908,4.642179638809107,train
20160213,2016,2,0.1,Winter,0.0,0,1.8131682149112875,0,0.455575943525122,1.8131682149112875,train
20160214,2016,2,0.0,Winter,4.1,1,1.3961640809246536,0,0.43900843445645876,-2.7038359190753463,train
20160215,2016,2,4.1,Winter,9.2,1,6.580421920815549,1,0.9401054217263523,-2.61957807918445,train
20160216,2016,2,9.2,Winter,0.0,0,6.418321733411632,1,0.8379170252564715,6.418321733411632,train
20160217,2016,2,0.0,Winter,0.1,0,1.3961640809246536,0,0.43900843445645876,1.2961640809246535,train
20160218,2016,2,0.1,Winter,0.0,0,1.8131682149112875,0,0.455575943525122,1.8131682149112875,train
20160219,2016,2,0.0,Winter,1.7,1,1.3961640809246536,0,0.43900843445645876,-0.30383591907534635,train
20160220,2016,2,1.7,Winter,2.7,1,4.553178050321207,1,0.9341125739204013,1.8531780503212065,train
20160221,2016,2,2.7,Winter,11.2,1,5.210726310326017,1,0.6882419641473163,-5.989273689673983,train
20160222,2016,2,11.2,Winter,4.9,1,2.9295429282009513,1,0.8168527593020228,-1.970457071799049,train
20160223,2016,2,4.9,Winter,14.7,1,6.9617421529876715,1,0.9798460298531199,-7.738257847012328,train
20160224,2016,2,14.7,Winter,2.8,1,6.921415943539186,1,0.9852806143779984,4.121415943539186,train
20160225,2016,2,2.8,Winter,0.2,1,4.495960138800621,1,0.7614311594562365,4.295960138800621,train
20160226,2016,2,0.2,Winter,0.2,1,0.8720802208812112,0,0.44109016325027683,0.6720802208812111,train
20160227,2016,2,0.2,Winter,0.0,0,0.8720802208812112,0,0.44109016325027683,0.8720802208812112,train
20160228,2016,2,0.0,Winter,0.0,0,1.3961640809246536,0,0.43900843445645876,1.3961640809246536,train
20160229,2016,2,0.0,Winter,0.0,0,1.3961640809246536,0,0.43900843445645876,1.3961640809246536,train
20160301,2016,3,0.0,Spring,0.0,0,0.9680167415924831,0,0.23277166058580118,0.9680167415924831,train
20160302,2016,3,0.0,Spring,9.9,1,0.9680167415924831,0,0.23277166058580118,-8.931983258407517,train
20160303,2016,3,9.9,Spring,8.6,1,8.58838668150024,1,0.9764959174888352,-0.011613318499760439,train
20160304,2016,3,8.6,Spring,2.8,1,3.0104231627907625,1,0.9823521622365259,0.21042316279076267,train
20160305,2016,3,2.8,Spring,13.1,1,4.517746811797266,1,0.6789809090750613,-8.582253188202735,train
20160306,2016,3,13.1,Spring,3.4,1,4.8081818544445465,1,0.9430755251301272,1.4081818544445466,train
20160307,2016,3,3.4,Spring,1.6,1,4.302786318647601,1,0.7695919441060931,2.702786318647601,train
20160308,2016,3,1.6,Spring,0.2,1,1.074862788274638,1,0.8969131239321446,0.874862788274638,train
20160309,2016,3,0.2,Spring,0.4,1,1.153339453885743,0,0.48061361671530417,0.7533394538857431,train
20160310,2016,3,0.4,Spring,0.0,0,0.8431838943070534,1,0.6246993512073574,0.8431838943070534,train
20160311,2016,3,0.0,Spring,0.0,0,0.9680167415924831,0,0.23277166058580118,0.9680167415924831,train
20160312,2016,3,0.0,Spring,0.0,0,0.9680167415924831,0,0.23277166058580118,0.9680167415924831,train
20160313,2016,3,0.0,Spring,0.0,0,0.9680167415924831,0,0.23277166058580118,0.9680167415924831,train
20160314,2016,3,0.0,Spring,0.0,0,0.9680167415924831,0,0.23277166058580118,0.9680167415924831,train
20160315,2016,3,0.0,Spring,0.0,0,0.9680167415924831,0,0.23277166058580118,0.9680167415924831,train
20160316,2016,3,0.0,Spring,0.0,0,0.9680167415924831,0,0.23277166058580118,0.9680167415924831,train
20160317,2016,3,0.0,Spring,0.0,0,0.9680167415924831,0,0.23277166058580118,0.9680167415924831,train
20160318,2016,3,0.0,Spring,0.0,0,0.9680167415924831,0,0.23277166058580118,0.9680167415924831,train
20160319,2016,3,0.0,Spring,0.0,0,0.9680167415924831,0,0.23277166058580118,0.9680167415924831,train
20160320,2016,3,0.0,Spring,0.0,0,0.9680167415924831,0,0.23277166058580118,0.9680167415924831,train
20160321,2016,3,0.0,Spring,0.7,1,0.9680167415924831,0,0.23277166058580118,0.2680167415924831,train
20160322,2016,3,0.7,Spring,0.3,1,1.5038225176683901,1,0.6929308217743184,1.20382251766839,train
20160323,2016,3,0.3,Spring,0.2,1,0.8431838943070534,1,0.7239804036200258,0.6431838943070534,train
20160324,2016,3,0.2,Spring,0.1,0,1.153339453885743,0,0.48061361671530417,1.053339453885743,train
20160325,2016,3,0.1,Spring,5.1,1,1.426519114816875,0,0.4839540548416594,-3.6734808851831247,train
20160326,2016,3,5.1,Spring,2.3,1,5.7044757081778235,1,0.9754755004614485,3.4044757081778236,train
20160327,2016,3,2.3,Spring,6.9,1,2.5879332414169887,1,0.8368760448093021,-4.312066758583011,train
20160328,2016,3,6.9,Spring,1.4,1,4.070745999619721,1,0.9424639517211849,2.670745999619721,train
20160329,2016,3,1.4,Spring,1.8,1,2.528095492661549,1,0.864677865767964,0.7280954926615488,train
20160330,2016,3,1.8,Spring,1.1,1,1.6601556117463179,1,0.7962012813323138,0.5601556117463178,train
20160331,2016,3,1.1,Spring,1.1,1,1.8113113441539612,1,0.8113706914491438,0.7113113441539611,train
20160401,2016,4,1.1,Spring,0.0,0,1.396789100795603,1,0.7043548760681978,1.396789100795603,train
20160402,2016,4,0.0,Spring,0.0,0,0.9134263330729447,0,0.29435683691630504,0.9134263330729447,train
20160403,2016,4,0.0,Spring,0.4,1,0.9134263330729447,0,0.29435683691630504,0.5134263330729447,train
20160404,2016,4,0.4,Spring,0.3,1,0.9859436102454434,1,0.7021864165002891,0.6859436102454435,train
20160405,2016,4,0.3,Spring,1.6,1,0.9859436102454434,1,0.787927951775377,-0.6140563897545567,train
20160406,2016,4,1.6,Spring,1.6,1,0.6735566728878833,1,0.7707553566116268,-0.9264433271121167,train
20160407,2016,4,1.6,Spring,1.1,1,0.6735566728878833,1,0.7707553566116268,-0.42644332711211674,train
20160408,2016,4,1.1,Spring,6.1,1,1.396789100795603,1,0.7043548760681978,-4.703210899204397,train
20160409,2016,4,6.1,Spring,1.8,1,3.944351170723698,1,0.8706086190864277,2.1443511707236977,train
20160410,2016,4,1.8,Spring,1.1,1,2.021571191459389,1,0.676312681817918,0.9215711914593889,train
20160411,2016,4,1.1,Spring,0.0,0,1.396789100795603,1,0.7043548760681978,1.396789100795603,train
20160412,2016,4,0.0,Spring,4.6,1,0.9134263330729447,0,0.29435683691630504,-3.686573666927055,train
20160413,2016,4,4.6,Spring,2.1,1,5.334622668809417,1,0.8256903975400895,3.234622668809417,train
20160414,2016,4,2.1,Spring,0.0,0,2.554634266067734,1,0.5884338792077004,2.554634266067734,train
20160415,2016,4,0.0,Spring,7.0,1,0.9134263330729447,0,0.29435683691630504,-6.086573666927055,train
20160416,2016,4,7.0,Spring,6.8,1,3.433570828096491,1,0.8224325356831459,-3.366429171903509,train
20160417,2016,4,6.8,Spring,0.3,1,1.671619969635416,1,0.9478576747537787,1.3716199696354159,train
20160418,2016,4,0.3,Spring,1.5,1,0.9859436102454434,1,0.787927951775377,-0.5140563897545566,train
20160419,2016,4,1.5,Spring,0.0,0,1.2334727502808704,1,0.7305303729133746,1.2334727502808704,train
20160420,2016,4,0.0,Spring,0.0,0,0.9134263330729447,0,0.29435683691630504,0.9134263330729447,train
20160421,2016,4,0.0,Spring,0.0,0,0.9134263330729447,0,0.29435683691630504,0.9134263330729447,train
20160422,2016,4,0.0,Spring,0.0,0,0.9134263330729447,0,0.29435683691630504,0.9134263330729447,train
20160423,2016,4,0.0,Spring,0.2,1,0.9134263330729447,0,0.29435683691630504,0.7134263330729447,train
20160424,2016,4,0.2,Spring,2.3,1,1.2960991698241326,1,0.5822073122267035,-1.0039008301758672,train
20160425,2016,4,2.3,Spring,2.5,1,2.752291046135207,1,0.7780795763659641,0.2522910461352068,train
20160426,2016,4,2.5,Spring,6.3,1,3.861136155747665,1,0.5517547509578284,-2.4388638442523347,train
20160427,2016,4,6.3,Spring,10.2,1,4.08723678684933,1,0.8635836939391666,-6.11276321315067,train
20160428,2016,4,10.2,Spring,2.1,1,3.0004625958573685,1,0.9437558232879597,0.9004625958573684,train
20160429,2016,4,2.1,Spring,4.2,1,2.554634266067734,1,0.5884338792077004,-1.645365733932266,train
20160430,2016,4,4.2,Spring,2.1,1,2.8111097605327244,1,0.9286716758393226,0.7111097605327243,train
20160501,2016,5,2.1,Spring,0.0,0,2.736907426621853,1,0.5411764637436827,2.736907426621853,train
20160502,2016,5,0.0,Spring,0.0,0,1.58890060864999,0,0.26985159671767894,1.58890060864999,train
20160503,2016,5,0.0,Spring,2.3,1,1.58890060864999,0,0.26985159671767894,-0.7110993913500099,train
20160504,2016,5,2.3,Spring,0.0,0,2.7165338260393117,1,0.7346949712508805,2.7165338260393117,train
20160505,2016,5,0.0,Spring,0.0,0,1.58890060864999,0,0.26985159671767894,1.58890060864999,train
20160506,2016,5,0.0,Spring,0.0,0,1.58890060864999,0,0.26985159671767894,1.58890060864999,train
20160507,2016,5,0.0,Spring,0.0,0,1.58890060864999,0,0.26985159671767894,1.58890060864999,train
20160508,2016,5,0.0,Spring,0.0,0,1.58890060864999,0,0.26985159671767894,1.58890060864999,train
20160509,2016,5,0.0,Spring,0.0,0,1.58890060864999,0,0.26985159671767894,1.58890060864999,train
20160510,2016,5,0.0,Spring,0.2,1,1.58890060864999,0,0.26985159671767894,1.38890060864999,train
20160511,2016,5,0.2,Spring,0.0,0,2.1454821132445003,0,0.48159825702456416,2.1454821132445003,train
20160512,2016,5,0.0,Spring,0.0,0,1.58890060864999,0,0.26985159671767894,1.58890060864999,train
20160513,2016,5,0.0,Spring,0.0,0,1.58890060864999,0,0.26985159671767894,1.58890060864999,train
20160514,2016,5,0.0,Spring,0.0,0,1.58890060864999,0,0.26985159671767894,1.58890060864999,train
20160515,2016,5,0.0,Spring,0.0,0,1.58890060864999,0,0.26985159671767894,1.58890060864999,train
20160516,2016,5,0.0,Spring,0.3,1,1.58890060864999,0,0.26985159671767894,1.28890060864999,train
20160517,2016,5,0.3,Spring,0.0,0,1.869908113037439,1,0.6611597895566581,1.869908113037439,train
20160518,2016,5,0.0,Spring,0.0,0,1.58890060864999,0,0.26985159671767894,1.58890060864999,train
20160519,2016,5,0.0,Spring,6.8,1,1.58890060864999,0,0.26985159671767894,-5.21109939135001,train
20160520,2016,5,6.8,Spring,0.3,1,2.130711750329849,1,0.9339130745549336,1.8307117503298491,train
20160521,2016,5,0.3,Spring,0.6,1,1.869908113037439,1,0.6611597895566581,1.269908113037439,train
20160522,2016,5,0.6,Spring,0.6,1,3.73257959667145,1,0.6376707047773514,3.13257959667145,train
20160523,2016,5,0.6,Spring,17.1,1,3.73257959667145,1,0.6376707047773514,-13.367420403328552,train
20160524,2016,5,17.1,Spring,7.5,1,4.8305860316274565,1,0.8630673298017746,-2.6694139683725435,train
20160525,2016,5,7.5,Spring,0.1,0,3.4562399340404353,0,0.49678013895192835,3.356239934040435,train
20160526,2016,5,0.1,Spring,0.0,0,2.2746001474001365,0,0.48895092306524474,2.2746001474001365,train
20160527,2016,5,0.0,Spring,0.0,0,1.58890060864999,0,0.26985159671767894,1.58890060864999,train
20160528,2016,5,0.0,Spring,0.0,0,1.58890060864999,0,0.26985159671767894,1.58890060864999,train
20160529,2016,5,0.0,Spring,0.0,0,1.58890060864999,0,0.26985159671767894,1.58890060864999,train
20160530,2016,5,0.0,Spring,8.0,1,1.58890060864999,0,0.26985159671767894,-6.41109939135001,train
20160531,2016,5,8.0,Spring,19.0,1,7.338836616139551,1,0.8946998257973735,-11.66116338386045,train
20160601,2016,6,19.0,Summer,0.1,0,5.610396013348074,0,0.4943714337279746,5.510396013348075,train
20160602,2016,6,0.1,Summer,30.8,1,7.7344028144116255,1,0.5308777407457205,-23.065597185588373,train
20160603,2016,6,30.8,Summer,0.6,1,7.776132699128256,1,0.7244475843196764,7.176132699128257,train
20160604,2016,6,0.6,Summer,0.1,0,8.854299965828977,1,0.6188466305748329,8.754299965828977,train
20160605,2016,6,0.1,Summer,11.0,1,7.7344028144116255,1,0.5308777407457205,-3.2655971855883745,train
20160606,2016,6,11.0,Summer,0.0,0,3.1975546883466803,0,0.4231632452037062,3.1975546883466803,train
20160607,2016,6,0.0,Summer,0.0,0,4.405220737900562,0,0.3140706276508732,4.405220737900562,train
20160608,2016,6,0.0,Summer,0.0,0,4.405220737900562,0,0.3140706276508732,4.405220737900562,train
20160609,2016,6,0.0,Summer,0.0,0,4.405220737900562,0,0.3140706276508732,4.405220737900562,train
20160610,2016,6,0.0,Summer,0.0,0,4.405220737900562,0,0.3140706276508732,4.405220737900562,train
20160611,2016,6,0.0,Summer,0.0,0,4.405220737900562,0,0.3140706276508732,4.405220737900562,train
20160612,2016,6,0.0,Summer,0.6,1,4.405220737900562,0,0.3140706276508732,3.805220737900562,train
20160613,2016,6,0.6,Summer,27.7,1,8.854299965828977,1,0.6188466305748329,-18.845700034171024,train
20160614,2016,6,27.7,Summer,41.3,1,7.776132699128256,1,0.7244475843196764,-33.52386730087174,train
20160615,2016,6,41.3,Summer,2.6,1,7.776132699128256,1,0.7244475843196764,5.176132699128257,train
20160616,2016,6,2.6,Summer,12.8,1,7.30482809226779,1,0.5916814895192939,-5.49517190773221,train
20160617,2016,6,12.8,Summer,1.3,1,3.808013590265631,1,0.8681885949117378,2.508013590265631,train
20160618,2016,6,1.3,Summer,2.3,1,5.051701147147825,1,0.6337962546541549,2.751701147147825,train
20160619,2016,6,2.3,Summer,4.2,1,5.368731217336961,1,0.8146768421664343,1.168731217336961,train
20160620,2016,6,4.2,Summer,0.0,0,3.556603551060598,0,0.448394367377735,3.556603551060598,train
20160621,2016,6,0.0,Summer,14.3,1,4.405220737900562,0,0.3140706276508732,-9.894779262099439,train
20160622,2016,6,14.3,Summer,8.8,1,4.106629126767975,1,0.9092103451766455,-4.693370873232026,train
20160623,2016,6,8.8,Summer,0.0,0,2.835043629698153,0,0.3172528319646398,2.835043629698153,train
20160624,2016,6,0.0,Summer,31.3,1,4.405220737900562,0,0.3140706276508732,-26.89477926209944,train
20160625,2016,6,31.3,Summer,0.0,0,7.776132699128256,1,0.7244475843196764,7.776132699128256,train
20160626,2016,6,0.0,Summer,5.0,1,4.405220737900562,0,0.3140706276508732,-0.5947792620994381,train
20160627,2016,6,5.0,Summer,9.0,1,5.6375179803547235,1,0.8227748409470612,-3.3624820196452765,train
20160628,2016,6,9.0,Summer,1.3,1,3.0609912939503365,1,0.7044608704086415,1.7609912939503365,train
20160629,2016,6,1.3,Summer,11.1,1,5.051701147147825,1,0.6337962546541549,-6.048298852852175,train
20160630,2016,6,11.1,Summer,1.4,1,2.7057421372879635,1,0.6078480969756096,1.3057421372879636,train
20160701,2016,7,1.4,Summer,4.3,1,1.2752493656593926,1,0.5356193796146094,-3.024750634340607,train
20160702,2016,7,4.3,Summer,11.3,1,5.751286534507421,1,0.7944580039012095,-5.54871346549258,train
20160703,2016,7,11.3,Summer,2.6,1,2.8078133566920136,1,0.5206395373517784,0.2078133566920135,train
20160704,2016,7,2.6,Summer,0.0,0,3.176108931449632,1,0.5196754447608987,3.176108931449632,train
20160705,2016,7,0.0,Summer,0.0,0,1.58757494190165,0,0.2943514606546556,1.58757494190165,train
20160706,2016,7,0.0,Summer,0.0,0,1.58757494190165,0,0.2943514606546556,1.58757494190165,train
20160707,2016,7,0.0,Summer,0.0,0,1.58757494190165,0,0.2943514606546556,1.58757494190165,train
20160708,2016,7,0.0,Summer,0.0,0,1.58757494190165,0,0.2943514606546556,1.58757494190165,train
20160709,2016,7,0.0,Summer,0.0,0,1.58757494190165,0,0.2943514606546556,1.58757494190165,train
20160710,2016,7,0.0,Summer,0.0,0,1.58757494190165,0,0.2943514606546556,1.58757494190165,train
20160711,2016,7,0.0,Summer,0.0,0,1.58757494190165,0,0.2943514606546556,1.58757494190165,train
20160712,2016,7,0.0,Summer,0.0,0,1.58757494190165,0,0.2943514606546556,1.58757494190165,train
20160713,2016,7,0.0,Summer,0.0,0,1.58757494190165,0,0.2943514606546556,1.58757494190165,train
20160714,2016,7,0.0,Summer,1.9,1,1.58757494190165,0,0.2943514606546556,-0.31242505809834986,train
20160715,2016,7,1.9,Summer,0.0,0,0.7551651226673899,0,0.47657052545608874,0.7551651226673899,train
20160716,2016,7,0.0,Summer,0.0,0,1.58757494190165,0,0.2943514606546556,1.58757494190165,train
20160717,2016,7,0.0,Summer,0.0,0,1.58757494190165,0,0.2943514606546556,1.58757494190165,train
20160718,2016,7,0.0,Summer,3.2,1,1.58757494190165,0,0.2943514606546556,-1.6124250580983501,train
20160719,2016,7,3.2,Summer,0.0,0,1.1072284605462404,1,0.6208748508362464,1.1072284605462404,train
20160720,2016,7,0.0,Summer,0.0,0,1.58757494190165,0,0.2943514606546556,1.58757494190165,train
20160721,2016,7,0.0,Summer,0.0,0,1.58757494190165,0,0.2943514606546556,1.58757494190165,train
20160722,2016,7,0.0,Summer,9.0,1,1.58757494190165,0,0.2943514606546556,-7.41242505809835,train
20160723,2016,7,9.0,Summer,0.4,1,2.1368121940682863,1,0.7979564252725365,1.7368121940682864,train
20160724,2016,7,0.4,Summer,0.0,0,2.6467342209208757,0,0.49295633645080683,2.6467342209208757,train
20160725,2016,7,0.0,Summer,0.0,0,1.58757494190165,0,0.2943514606546556,1.58757494190165,train
20160726,2016,7,0.0,Summer,0.0,0,1.58757494190165,0,0.2943514606546556,1.58757494190165,train
20160727,2016,7,0.0,Summer,0.0,0,1.58757494190165,0,0.2943514606546556,1.58757494190165,train
20160728,2016,7,0.0,Summer,0.8,1,1.58757494190165,0,0.2943514606546556,0.78757494190165,train
20160729,2016,7,0.8,Summer,7.7,1,5.668249844473302,1,0.838883759162172,-2.031750155526698,train
20160730,2016,7,7.7,Summer,0.0,0,2.358132419632739,0,0.34817750125642044,2.358132419632739,train
20160731,2016,7,0.0,Summer,2.7,1,1.58757494190165,0,0.2943514606546556,-1.1124250580983501,train
20160801,2016,8,2.7,Summer,2.3,1,3.389511999100552,1,0.6422577674936292,1.089511999100552,train
20160802,2016,8,2.3,Summer,9.8,1,2.4320744437180215,1,0.755178932896586,-7.367925556281979,train
20160803,2016,8,9.8,Summer,9.6,1,5.214508260053039,1,0.7928043018460292,-4.385491739946961,train
20160804,2016,8,9.6,Summer,16.0,1,5.489250885664042,1,0.7247815973345382,-10.510749114335958,train
20160805,2016,8,16.0,Summer,0.0,0,3.1006207844487657,0,0.4838315823905795,3.1006207844487657,train
20160806,2016,8,0.0,Summer,1.0,1,1.1170992434865297,0,0.2985100630286184,0.11709924348652967,train
20160807,2016,8,1.0,Summer,0.0,0,4.289474722187273,1,0.7254627371682626,4.289474722187273,train
