STN,YYYYMMDD,RD,SX
919,20180417,0,0
919,20180418,0,0
919,20180419,0,0
919,20180420,0,0
919,20180421,0,0
919,20180422,0,0
919,20180423,9,0
919,20180424,0,0
919,20180425,16,0
919,20180426,2,0
919,20180427,0,0
919,20180428,1,0
919,20180429,20,0
919,20180430,380,0
919,20180501,109,0
919,20180502,0,0
919,20180503,0,0
919,20180504,0,0
919,20180505,0,0
919,20180506,0,0
919,20180507,0,0
919,20180508,0,0
919,20180509,0,0
919,20180510,25,0
919,20180511,0,0
919,20180512,0,0
919,20180513,3,0
919,20180514,10,0
919,20180515,0,0
919,20180516,0,0
919,20180517,3,0
919,20180518,0,0
919,20180519,0,0
919,20180520,0,0
919,20180521,0,0
919,20180522,2,0
919,20180523,288,0
919,20180524,9,0
919,20180525,7,0
919,20180526,0,0
919,20180527,0,0
919,20180528,264,0
919,20180529,0,0
919,20180530,21,0
919,20180531,82,0
919,20180601,36,0
919,20180602,40,0
919,20180603,0,0
919,20180604,0,0
919,20180605,0,0
919,20180606,0,0
919,20180607,0,0
919,20180608,20,0
919,20180609,3,0
919,20180610,0,0
919,20180611,0,0
919,20180612,0,0
919,20180613,0,0
919,20180614,0,0
919,20180615,8,0
919,20180616,0,0
919,20180617,0,0
919,20180618,0,0
919,20180619,0,0
919,20180620,0,0
919,20180621,0,0
919,20180622,0,0
919,20180623,0,0
919,20180624,0,0
919,20180625,0,0
919,20180626,0,0
919,20180627,0,0
919,20180628,0,0
919,20180629,0,0
919,20180630,0,0
919,20180701,0,0
919,20180702,0,0
919,20180703,0,0
919,20180704,0,0
919,20180705,0,0
919,20180706,0,0
919,20180707,0,0
919,20180708,0,0
919,20180709,0,0
919,20180710,0,0
919,20180711,0,0
919,20180712,0,0
919,20180713,0,0
919,20180714,0,0
919,20180715,0,0
919,20180716,0,0
919,20180717,0,0
919,20180718,0,0
919,20180719,0,0
919,20180720,0,0
919,20180721,0,0
919,20180722,0,0
919,20180723,0,0
919,20180724,0,0
919,20180725,1,0
919,20180726,0,0
919,20180727,2,0
919,20180728,5,0
919,20180729,0,0
919,20180730,0,0
919,20180731,0,0
919,20180801,0,0
919,20180802,0,0
919,20180803,0,0
919,20180804,0,0
919,20180805,0,0
919,20180806,0,0
919,20180807,0,0
919,20180808,50,0
919,20180809,0,0
919,20180810,119,0
919,20180811,39,0
919,20180812,0,0
919,20180813,15,0
919,20180814,180,0
919,20180815,0,0
919,20180816,0,0
919,20180817,126,0
919,20180818,0,0
919,20180819,0,0
919,20180820,0,0
919,20180821,0,0
919,20180822,0,0
919,20180823,0,0
919,20180824,25,0
919,20180825,32,0
919,20180826,25,0
919,20180827,15,0
919,20180828,0,0
919,20180829,0,0
919,20180830,96,0
919,20180831,0,0
919,20180901,0,0
919,20180902,0,0
919,20180903,0,0
919,20180904,5,0
919,20180905,5,0
919,20180906,73,0
919,20180907,20,0
919,20180908,0,0
919,20180909,0,0
919,20180910,0,0
919,20180911,0,0
919,20180912,0,0
919,20180913,15,0
919,20180914,0,0
919,20180915,0,0
919,20180916,0,0
919,20180917,0,0
919,20180918,0,0
919,20180919,0,0
919,20180920,0,0
919,20180921,20,0
919,20180922,10,0
919,20180923,41,0
919,20180924,151,0
919,20180925,2,0
919,20180926,0,0
919,20180927,0,0
919,20180928,0,0
919,20180929,0,0
919,20180930,0,0
919,20181001,13,0
919,20181002,11,0
919,20181003,4,0
919,20181004,0,0
919,20181005,0,0
919,20181006,0,0
919,20181007,2,0
919,20181008,0,0
919,20181009,0,0
919,20181010,0,0
919,20181011,0,0
919,20181012,2,0
919,20181013,0,0
919,20181014,0,0
919,20181015,0,0
919,20181016,0,0
919,20181017,0,0
919,20181018,0,0
919,20181019,0,0
919,20181020,0,0
919,20181021,0,0
919,20181022,1,0
919,20181023,0,0
919,20181024,4,0
919,20181025,10,0
919,20181026,1,0
919,20181027,35,0
919,20181028,0,0
919,20181029,0,0
919,20181030,178,0
919,20181031,114,0
919,20181101,0,0
919,20181102,49,0
919,20181103,0,0
919,20181104,0,0
919,20181105,0,0
919,20181106,0,0
919,20181107,0,0
919,20181108,22,0
919,20181109,0,0
919,20181110,17,0
919,20181111,24,0
919,20181112,76,0
919,20181113,73,0
919,20181114,6,0
919,20181115,0,0
919,20181116,0,0
919,20181117,0,0
919,20181118,0,0
919,20181119,0,0
919,20181120,1,0
919,20181121,2,0
919,20181122,0,0
919,20181123,0,0
919,20181124,0,0
919,20181125,5,0
919,20181126,15,0
919,20181127,4,0
919,20181128,2,0
919,20181129,45,0
919,20181130,14,0
919,20181201,0,0
919,20181202,82,0
919,20181203,132,0
919,20181204,112,0
919,20181205,4,0
919,20181206,16,0
919,20181207,43,0
919,20181208,82,0
919,20181209,145,0
919,20181210,47,0
919,20181211,49,0
919,20181212,2,0
919,20181213,0,0
919,20181214,0,0
919,20181215,0,0
919,20181216,43,2
919,20181217,15,0
919,20181218,8,0
919,20181219,5,0
919,20181220,2,0
919,20181221,106,0
919,20181222,100,0
919,20181223,9,0
919,20181224,86,0
919,20181225,2,0
919,20181226,0,0
919,20181227,0,0
919,20181228,0,0
919,20181229,1,0
919,20181230,4,0
919,20181231,16,0
919,20190101,4,0
919,20190102,9,0
919,20190103,0,0
919,20190104,2,0
919,20190105,3,0
919,20190106,4,0
919,20190107,0,0
919,20190108,43,0
919,20190109,4,0
919,20190110,0,0
919,20190111,33,0
919,20190112,17,0
919,20190113,92,0
919,20190114,110,0
919,20190115,5,0
919,20190116,0,0
919,20190117,5,0
919,20190118,99,0
919,20190119,0,0
919,20190120,0,0
919,20190121,0,0
919,20190122,0,0
919,20190123,43,4
919,20190124,0,3
919,20190125,0,2
919,20190126,15,0
919,20190127,45,0
919,20190128,165,0
919,20190129,19,0
919,20190130,0,0
919,20190131,10,1
919,20190201,35,2
919,20190202,25,0
919,20190203,86,0
919,20190204,2,0
919,20190205,6,0
919,20190206,1,0
919,20190207,57,0
919,20190208,4,0
919,20190209,39,0
919,20190210,99,0
919,20190211,146,0
919,20190212,3,0
919,20190213,0,0
919,20190214,0,0
919,20190215,0,0
919,20190216,0,0
919,20190217,0,0
919,20190218,0,0
919,20190219,0,0
919,20190220,0,0
919,20190221,0,0
919,20190222,0,0
919,20190223,0,0
919,20190224,0,0
919,20190225,0,0
919,20190226,0,0
919,20190227,0,0
919,20190228,0,0
919,20190301,63,0
919,20190302,1,0
919,20190303,40,0
919,20190304,57,0
919,20190305,50,0
919,20190306,5,0
919,20190307,74,0
919,20190308,67,0
919,20190309,43,0
919,20190310,108,0
919,20190311,51,0
919,20190312,15,0
919,20190313,24,0
919,20190314,91,0
919,20190315,93,0
919,20190316,112,0
919,20190317,48,0
919,20190318,27,0
919,20190319,0,0
919,20190320,0,0
919,20190321,0,0
919,20190322,0,0
919,20190323,0,0
919,20190324,0,0
919,20190325,3,0
919,20190326,0,0
919,20190327,0,0
919,20190328,0,0
919,20190329,0,0
919,20190330,0,0
919,20190331,0,0
919,20190401,0,0
919,20190402,0,0
919,20190403,27,0
919,20190404,1,0
919,20190405,0,0
919,20190406,0,0
919,20190407,0,0
919,20190408,0,0
919,20190409,52,0
919,20190410,0,0
919,20190411,0,0
919,20190412,0,0
919,20190413,0,0
919,20190414,3,0
919,20190415,0,0
919,20190416,0,0
919,20190417,0,0
919,20190418,0,0
919,20190419,0,0
919,20190420,0,0
919,20190421,0,0
919,20190422,0,0
919,20190423,0,0
919,20190424,1,0
919,20190425,90,0
919,20190426,28,0
919,20190427,31,0
919,20190428,8,0
919,20190429,1,0
919,20190430,0,0
919,20190501,0,0
919,20190502,0,0
919,20190503,15,0
919,20190504,46,0
919,20190505,4,0
919,20190506,10,0
919,20190507,28,0
919,20190508,3,0
919,20190509,15,0
919,20190510,24,0
919,20190511,48,0
919,20190512,0,0
919,20190513,0,0
919,20190514,0,0
919,20190515,0,0
919,20190516,0,0
919,20190517,0,0
919,20190518,0,0
919,20190519,0,0
919,20190520,9,0
919,20190521,0,0
919,20190522,0,0
919,20190523,0,0
919,20190524,0,0
919,20190525,0,0
919,20190526,0,0
919,20190527,27,0
919,20190528,30,0
919,20190529,41,0
919,20190530,4,0
919,20190531,0,0
919,20190601,0,0
919,20190602,0,0
919,20190603,40,0
919,20190604,0,0
919,20190605,122,0
919,20190606,305,0
919,20190607,0,0
919,20190608,8,0
919,20190609,10,0
919,20190610,0,0
919,20190611,25,0
919,20190612,112,0
919,20190613,69,0
919,20190614,126,0
919,20190615,76,0
919,20190616,4,0
919,20190617,0,0
919,20190618,0,0
919,20190619,6,0
919,20190620,0,0
919,20190621,0,0
919,20190622,0,0
919,20190623,0,0
919,20190624,0,0
919,20190625,0,0
919,20190626,0,0
919,20190627,0,0
919,20190628,0,0
919,20190629,0,0
919,20190630,0,0
919,20190701,0,0
919,20190702,0,0
919,20190703,0,0
919,20190704,0,0
919,20190705,0,0
919,20190706,0,0
919,20190707,67,0
919,20190708,0,0
919,20190709,0,0
919,20190710,0,0
919,20190711,1,0
919,20190712,8,0
919,20190713,76,0
919,20190714,15,0
919,20190715,14,0
919,20190716,0,0
919,20190717,0,0
919,20190718,0,0
919,20190719,0,0
919,20190720,0,0
919,20190721,6,0
919,20190722,0,0
919,20190723,0,0
919,20190724,0,0
919,20190725,0,0
919,20190726,0,0
919,20190727,53,0
919,20190728,96,0
919,20190729,1,0
919,20190730,0,0
919,20190731,0,0
919,20190801,5,0
919,20190802,0,0
919,20190803,64,0
919,20190804,1,0
919,20190805,2,0
919,20190806,0,0
919,20190807,0,0
919,20190808,0,0
919,20190809,6,0
919,20190810,55,0
919,20190811,2,0
919,20190812,0,0
919,20190813,67,0
919,20190814,11,0
919,20190815,40,0
919,20190816,5,0
919,20190817,10,0
919,20190818,32,0
919,20190819,15,0
919,20190820,0,0
919,20190821,0,0
919,20190822,0,0
919,20190823,0,0
919,20190824,0,0
919,20190825,0,0
919,20190826,0,0
919,20190827,0,0
919,20190828,0,0
919,20190829,228,0
919,20190830,0,0
919,20190831,0,0
919,20190901,6,0
919,20190902,0,0
919,20190903,0,0
919,20190904,0,0
919,20190905,42,0
919,20190906,9,0
919,20190907,0,0
919,20190908,66,0
919,20190909,0,0
919,20190910,0,0
919,20190911,0,0
919,20190912,18,0
919,20190913,1,0
919,20190914,0,0
919,20190915,0,0
919,20190916,0,0
919,20190917,2,0
919,20190918,0,0
919,20190919,0,0
919,20190920,0,0
919,20190921,0,0
919,20190922,0,0
919,20190923,62,0
919,20190924,1,0
919,20190925,79,0
919,20190926,15,0
919,20190927,75,0
919,20190928,61,0
919,20190929,26,0
919,20190930,65,0
919,20191001,150,0
919,20191002,78,0
919,20191003,43,0
919,20191004,91,0
919,20191005,42,0
919,20191006,41,0
919,20191007,146,0
919,20191008,52,0
919,20191009,2,0
919,20191010,40,0
919,20191011,9,0
919,20191012,12,0
919,20191013,4,0
919,20191014,2,0
919,20191015,10,0
919,20191016,10,0
919,20191017,86,0
919,20191018,1,0
919,20191019,81,0
919,20191020,14,0
919,20191021,86,0
919,20191022,0,0
919,20191023,0,0
919,20191024,0,0
919,20191025,2,0
919,20191026,0,0
919,20191027,40,0
919,20191028,0,0
919,20191029,0,0
919,20191030,0,0
919,20191031,0,0
919,20191101,0,0
919,20191102,83,0
919,20191103,27,0
919,20191104,17,0
919,20191105,52,0
919,20191106,7,0
919,20191107,2,0
919,20191108,54,0
919,20191109,0,0
919,20191110,0,0
919,20191111,0,0
919,20191112,25,0
919,20191113,6,0
919,20191114,63,0
919,20191115,1,0
919,20191116,0,0
919,20191117,0,0
919,20191118,115,0
919,20191119,60,0
919,20191120,1,0
919,20191121,0,0
919,20191122,9,0
919,20191123,1,0
919,20191124,0,0
919,20191125,0,0
919,20191126,1,0
919,20191127,79,0
919,20191128,24,0
919,20191129,110,0
919,20191130,0,0
919,20191201,0,0
919,20191202,1,0
919,20191203,8,0
919,20191204,1,0
919,20191205,0,0
919,20191206,18,0
919,20191207,51,0
919,20191208,14,0
919,20191209,72,0
919,20191210,58,0
919,20191211,43,0
919,20191212,5,0
919,20191213,64,0
919,20191214,101,0
919,20191215,83,0
919,20191216,1,0
919,20191217,7,0
919,20191218,27,0
919,20191219,0,0
919,20191220,4,0
919,20191221,13,0
919,20191222,60,0
919,20191223,109,0
919,20191224,32,0
919,20191225,8,0
919,20191226,9,0
919,20191227,85,0
919,20191228,1,0
919,20191229,0,0
919,20191230,1,0
919,20191231,1,0
919,20200101,0,0
919,20200102,3,0
919,20200103,5,0
919,20200104,36,0
919,20200105,8,0
919,20200106,0,0
919,20200107,12,0
919,20200108,6,0
919,20200109,24,0
919,20200110,55,0
919,20200111,3,0
919,20200112,0,0
919,20200113,13,0
919,20200114,27,0
919,20200115,3,0
919,20200116,34,0
919,20200117,1,0
919,20200118,3,0
919,20200119,6,0
919,20200120,1,0
919,20200121,0,0
919,20200122,2,0
919,20200123,3,0
919,20200124,0,0
919,20200125,2,0
919,20200126,1,0
919,20200127,16,0
919,20200128,35,0
919,20200129,22,0
919,20200130,1,0
919,20200131,21,0
919,20200201,44,0
919,20200202,36,0
919,20200203,32,0
919,20200204,94,0
919,20200205,30,0
919,20200206,1,0
919,20200207,0,0
919,20200208,0,0
919,20200209,15,0
919,20200210,294,0
919,20200211,41,0
919,20200212,10,0
919,20200213,30,0
919,20200214,73,0
919,20200215,1,0
919,20200216,11,0
919,20200217,104,0
919,20200218,30,0
919,20200219,116,0
919,20200220,1,0
919,20200221,74,0
919,20200222,2,0
919,20200223,130,0
919,20200224,127,0
919,20200225,60,0
919,20200226,143,998
919,20200227,38,0
919,20200228,98,0
919,20200229,78,0
919,20200301,21,0
919,20200302,9,0
919,20200303,54,0
919,20200304,28,0
919,20200305,26,0
919,20200306,158,0
919,20200307,20,0
919,20200308,0,0
919,20200309,48,0
919,20200310,110,0
919,20200311,174,0
919,20200312,43,0
919,20200313,19,0
919,20200314,30,0
919,20200315,4,0
919,20200316,0,0
919,20200317,2,0
919,20200318,0,0
919,20200319,0,0
919,20200320,0,0
919,20200321,20,0
919,20200322,0,0
919,20200323,0,0
919,20200324,0,0
919,20200325,0,0
919,20200326,0,0
919,20200327,0,0
919,20200328,0,0
919,20200329,0,0
919,20200330,0,0
919,20200331,2,0
919,20200401,0,0
919,20200402,0,0
919,20200403,0,0
919,20200404,0,0
919,20200405,0,0
919,20200406,0,0
919,20200407,0,0
919,20200408,0,0
919,20200409,0,0
919,20200410,0,0
919,20200411,0,0
919,20200412,0,0
919,20200413,10,0
919,20200414,0,0
919,20200415,0,0
919,20200416,0,0
919,20200417,0,0
919,20200418,0,0
919,20200419,3,0
919,20200420,0,0
919,20200421,0,0
919,20200422,0,0
919,20200423,0,0
919,20200424,0,0
919,20200425,0,0
919,20200426,0,0
919,20200427,0,0
919,20200428,0,0
919,20200429,34,0
919,20200430,50,0
919,20200501,80,0
919,20200502,60,0
919,20200503,11,0
919,20200504,2,0
919,20200505,0,0
919,20200506,0,0
919,20200507,0,0
919,20200508,0,0
919,20200509,0,0
919,20200510,0,0
919,20200511,9,0
919,20200512,0,0
919,20200513,0,0
919,20200514,0,0
919,20200515,0,0
919,20200516,0,0
919,20200517,0,0
919,20200518,0,0
919,20200519,0,0
919,20200520,0,0
919,20200521,0,0
919,20200522,0,0
919,20200523,12,0
919,20200524,3,0
919,20200525,5,0
919,20200526,0,0
919,20200527,0,0
919,20200528,0,0
919,20200529,0,0
919,20200530,0,0
919,20200531,0,0
919,20200601,0,0
919,20200602,0,0
919,20200603,0,0
919,20200604,0,0
919,20200605,44,0
919,20200606,177,0
919,20200607,2,0
919,20200608,1,0
919,20200609,2,0
919,20200610,0,0
919,20200611,2,0
919,20200612,0,0
919,20200613,144,0
919,20200614,3,0
919,20200615,144,0
919,20200616,4,0
919,20200617,231,0
919,20200618,310,0
919,20200619,4,0
919,20200620,0,0
919,20200621,0,0
919,20200622,27,0
919,20200623,0,0
919,20200624,0,0
919,20200625,0,0
919,20200626,0,0
919,20200627,145,0
919,20200628,14,0
919,20200629,0,0
919,20200630,0,0
919,20200701,221,0
919,20200702,88,0
919,20200703,8,0
919,20200704,3,0
919,20200705,11,0
919,20200706,1,0
919,20200707,17,0
919,20200708,27,0
919,20200709,37,0
919,20200710,8,0
919,20200711,30,0
919,20200712,52,0
919,20200713,0,0
919,20200714,0,0
919,20200715,21,0
919,20200716,5,0
919,20200717,12,0
919,20200718,0,0
919,20200719,0,0
919,20200720,0,0
919,20200721,0,0
919,20200722,0,0
919,20200723,0,0
919,20200724,0,0
919,20200725,7,0
919,20200726,19,0
919,20200727,0,0
919,20200728,6,0
919,20200729,0,0
919,20200730,0,0
919,20200731,0,0
919,20200801,5,0
919,20200802,0,0
919,20200803,0,0
919,20200804,0,0
919,20200805,0,0
919,20200806,0,0
919,20200807,0,0
919,20200808,0,0
919,20200809,0,0
919,20200810,0,0
919,20200811,0,0
919,20200812,20,0
919,20200813,1,0
919,20200814,6,0
919,20200815,0,0
919,20200816,35,0
919,20200817,9,0
919,20200818,2,0
919,20200819,3,0
919,20200820,27,0
919,20200821,20,0
919,20200822,0,0
919,20200823,2,0
919,20200824,3,0
919,20200825,0,0
919,20200826,6,0
919,20200827,7,0
919,20200828,9,0
919,20200829,24,0
919,20200830,0,0
919,20200831,104,0
919,20200901,2,0
919,20200902,0,0
919,20200903,10,0
919,20200904,19,0
919,20200905,3,0
919,20200906,0,0
919,20200907,0,0
919,20200908,0,0
919,20200909,0,0
919,20200910,0,0
919,20200911,0,0
919,20200912,0,0
919,20200913,0,0
919,20200914,0,0
919,20200915,0,0
919,20200916,0,0
919,20200917,0,0
919,20200918,0,0
919,20200919,0,0
919,20200920,0,0
919,20200921,0,0
919,20200922,0,0
919,20200923,0,0
919,20200924,42,0
919,20200925,22,0
919,20200926,195,0
919,20200927,200,0
919,20200928,8,0
919,20200929,23,0
919,20200930,3,0
919,20201001,14,0
919,20201002,70,0
919,20201003,21,0
919,20201004,67,0
919,20201005,11,0
919,20201006,75,0
919,20201007,33,0
919,20201008,16,0
919,20201009,66,0
919,20201010,3,0
919,20201011,53,0
919,20201012,2,0
919,20201013,2,0
919,20201014,0,0
919,20201015,0,0
919,20201016,0,0
919,20201017,0,0
919,20201018,0,0
919,20201019,1,0
919,20201020,0,0
919,20201021,64,0
919,20201022,8,0
919,20201023,5,0
919,20201024,0,0
919,20201025,59,0
919,20201026,15,0
919,20201027,2,0
919,20201028,35,0
919,20201029,63,0
919,20201030,58,0
919,20201031,3,0
919,20201101,17,0
919,20201102,40,0
919,20201103,45,0
919,20201104,0,0
919,20201105,0,0
919,20201106,0,0
919,20201107,0,0
919,20201108,0,0
919,20201109,7,0
919,20201110,0,0
919,20201111,15,0
919,20201112,17,0
919,20201113,1,0
919,20201114,25,0
919,20201115,0,0
919,20201116,98,0
919,20201117,5,0
919,20201118,1,0
919,20201119,5,0
919,20201120,33,0
919,20201121,0,0
919,20201122,4,0
919,20201123,11,0
919,20201124,1,0
919,20201125,0,0
919,20201126,0,0
919,20201127,3,0
919,20201128,0,0
919,20201129,0,0
919,20201130,0,0
919,20201201,102,0
919,20201202,8,0
919,20201203,7,0
919,20201204,37,0
919,20201205,2,0
919,20201206,1,0
919,20201207,50,0
919,20201208,39,0
919,20201209,1,0
919,20201210,0,0
919,20201211,0,0
919,20201212,53,0
919,20201213,5,0
919,20201214,22,0
919,20201215,52,0
919,20201216,26,0
919,20201217,20,0
919,20201218,1,0
919,20201219,0,0
919,20201220,1,0
919,20201221,0,0
919,20201222,90,0
919,20201223,59,0
919,20201224,59,0
919,20201225,6,0
919,20201226,3,0
919,20201227,23,0
919,20201228,33,0
919,20201229,7,0
919,20201230,13,0
919,20201231,8,0
919,20210101,1,0
919,20210102,3,0
919,20210103,3,0
919,20210104,7,0
919,20210105,4,0
919,20210106,8,0
919,20210107,5,0
919,20210108,87,0
919,20210109,6,0
919,20210110,1,0
919,20210111,0,0
919,20210112,171,0
919,20210113,3,0
919,20210114,2,0
919,20210115,0,0
919,20210116,0,0
919,20210117,56,998
919,20210118,2,0
919,20210119,93,0
919,20210120,25,0
919,20210121,15,0
919,20210122,112,0
919,20210123,1,0
919,20210124,62,0
919,20210125,17,0
919,20210126,33,0
919,20210127,18,0
919,20210128,95,0
919,20210129,196,0
919,20210130,14,0
919,20210131,2,0
919,20210201,6,0
919,20210202,39,0
919,20210203,71,0
919,20210204,184,0
919,20210205,6,0
919,20210206,36,0
919,20210207,211,999
919,20210208,10,999
919,20210209,13,999
919,20210210,0,999
919,20210211,0,999
919,20210212,0,999
919,20210213,0,999
919,20210214,0,999
919,20210215,2,998
919,20210216,20,998
919,20210217,13,0
919,20210218,0,0
919,20210219,66,0
919,20210220,0,0
919,20210221,0,0
919,20210222,0,0
919,20210223,0,0
919,20210224,0,0
919,20210225,0,0
919,20210226,90,0
919,20210227,0,0
919,20210228,0,0
919,20210301,0,0
919,20210302,0,0
919,20210303,0,0
919,20210304,54,0
919,20210305,3,0
919,20210306,0,0
919,20210307,0,0
919,20210308,0,0
919,20210309,20,0
919,20210310,10,0
919,20210311,37,0
919,20210312,27,0
919,20210313,101,0
919,20210314,52,0
919,20210315,86,0
919,20210316,13,0
919,20210317,53,0
919,20210318,16,0
919,20210319,14,0
919,20210320,0,0
919,20210321,5,0
919,20210322,0,0
919,20210323,0,0
919,20210324,0,0
919,20210325,0,0
919,20210326,0,0
919,20210327,72,0
919,20210328,17,0
919,20210329,0,0
919,20210330,0,0
919,20210331,0,0
919,20210401,0,0
919,20210402,0,0
919,20210403,0,0
919,20210404,0,0
919,20210405,13,0
919,20210406,57,998
919,20210407,123,998
919,20210408,10,0
919,20210409,0,0
919,20210410,0,0
919,20210411,115,0
919,20210412,2,0
919,20210413,15,0
919,20210414,0,0
919,20210415,0,0
919,20210416,0,0
919,20210417,0,0
919,20210418,0,0
919,20210419,0,0
919,20210420,16,0
919,20210421,0,0
919,20210422,0,0
919,20210423,0,0
919,20210424,0,0
919,20210425,0,0
919,20210426,0,0
919,20210427,0,0
919,20210428,0,0
919,20210429,0,0
919,20210430,3,0
919,20210501,2,0
919,20210502,0,0
919,20210503,0,0
919,20210504,45,0
919,20210505,80,0
919,20210506,35,0
919,20210507,18,0
919,20210508,0,0
919,20210509,5,0
919,20210510,2,0
919,20210511,5,0
919,20210512,27,0
919,20210513,15,0
919,20210514,6,0
919,20210515,1,0
919,20210516,16,0
919,20210517,76,0
919,20210518,63,0
919,20210519,5,0
919,20210520,86,0
919,20210521,5,0
919,20210522,18,0
919,20210523,104,0
919,20210524,2,0
919,20210525,42,0
919,20210526,42,0
919,20210527,15,0
919,20210528,2,0
919,20210529,0,0
919,20210530,0,0
919,20210531,0,0
919,20210601,0,0
919,20210602,0,0
919,20210603,0,0
919,20210604,0,0
919,20210605,178,0
919,20210606,0,0
919,20210607,0,0
919,20210608,0,0
919,20210609,0,0
919,20210610,0,0
919,20210611,0,0
919,20210612,0,0
919,20210613,0,0
919,20210614,0,0
919,20210615,0,0
919,20210616,0,0
919,20210617,0,0
919,20210618,165,0
919,20210619,2,0
919,20210620,74,0
919,20210621,240,0
919,20210622,33,0
919,20210623,45,0
919,20210624,0,0
919,20210625,0,0
919,20210626,8,0
919,20210627,0,0
919,20210628,73,0
919,20210629,11,0
919,20210630,94,0
919,20210701,114,0
919,20210702,0,0
919,20210703,0,0
919,20210704,218,0
919,20210705,79,0
919,20210706,5,0
919,20210707,11,0
919,20210708,0,0
919,20210709,2,0
919,20210710,0,0
919,20210711,88,0
919,20210712,0,0
919,20210713,0,0
919,20210714,10,0
919,20210715,272,0
919,20210716,71,0
919,20210717,1,0
919,20210718,0,0
919,20210719,0,0
919,20210720,0,0
919,20210721,0,0
919,20210722,0,0
919,20210723,0,0
919,20210724,0,0
919,20210725,42,0
919,20210726,17,0
919,20210727,2,0
919,20210728,10,0
919,20210729,5,0
919,20210730,0,0
919,20210731,20,0
919,20210801,27,0
919,20210802,32,0
919,20210803,3,0
919,20210804,0,0
919,20210805,0,0
919,20210806,24,0
919,20210807,49,0
919,20210808,52,0
919,20210809,8,0
919,20210810,14,0
919,20210811,6,0
919,20210812,0,0
919,20210813,0,0
919,20210814,0,0
919,20210815,0,0
919,20210816,3,0
919,20210817,53,0
919,20210818,37,0
919,20210819,13,0
919,20210820,0,0
919,20210821,0,0
919,20210822,134,0
919,20210823,79,0
919,20210824,0,0
919,20210825,0,0
919,20210826,3,0
919,20210827,1,0
919,20210828,15,0
919,20210829,1,0
919,20210830,15,0
919,20210831,0,0
919,20210901,0,0
919,20210902,0,0
919,20210903,0,0
919,20210904,0,0
919,20210905,0,0
919,20210906,0,0
919,20210907,0,0
919,20210908,0,0
919,20210909,0,0
919,20210910,0,0
919,20210911,110,0
919,20210912,12,0
919,20210913,0,0
919,20210914,0,0
919,20210915,98,0
919,20210916,0,0
919,20210917,0,0
919,20210918,0,0
919,20210919,0,0
919,20210920,0,0
919,20210921,0,0
919,20210922,0,0
919,20210923,0,0
919,20210924,0,0
919,20210925,0,0
919,20210926,6,0
919,20210927,2,0
919,20210928,16,0
919,20210929,12,0
919,20210930,44,0
919,20211001,0,0
919,20211002,26,0
919,20211003,176,0
919,20211004,61,0
919,20211005,0,0
919,20211006,99,0
919,20211007,137,0
919,20211008,0,0
919,20211009,0,0
919,20211010,0,0
919,20211011,6,0
919,20211012,25,0
919,20211013,57,0
919,20211014,10,0
919,20211015,3,0
919,20211016,14,0
919,20211017,0,0
919,20211018,0,0
919,20211019,20,0
919,20211020,10,0
919,20211021,82,0
919,20211022,66,0
919,20211023,37,0
919,20211024,0,0
919,20211025,0,0
919,20211026,0,0
919,20211027,0,0
919,20211028,0,0
919,20211029,0,0
919,20211030,60,0
919,20211031,56,0
919,20211101,98,0
919,20211102,29,0
919,20211103,2,0
919,20211104,1,0
919,20211105,5,0
919,20211106,0,0
919,20211107,8,0
919,20211108,13,0
919,20211109,0,0
919,20211110,0,0
919,20211111,0,0
919,20211112,0,0
919,20211113,90,0
919,20211114,15,0
919,20211115,0,0
919,20211116,1,0
919,20211117,3,0
919,20211118,1,0
919,20211119,1,0
919,20211120,0,0
919,20211121,31,0
919,20211122,2,0
919,20211123,1,0
919,20211124,3,0
919,20211125,2,0
919,20211126,6,0
919,20211127,177,998
919,20211128,11,0
919,20211129,11,0
919,20211130,42,0
919,20211201,59,0
919,20211202,47,0
919,20211203,3,0
919,20211204,11,0
919,20211205,41,0
919,20211206,2,0
919,20211207,59,0
919,20211208,28,0
919,20211209,2,0
919,20211210,2,0
919,20211211,20,0
919,20211212,9,0
919,20211213,8,0
919,20211214,1,0
919,20211215,0,0
919,20211216,0,0
919,20211217,1,0
919,20211218,2,0
919,20211219,3,0
919,20211220,3,0
919,20211221,0,0
919,20211222,0,0
919,20211223,0,0
919,20211224,15,0
919,20211225,67,0
919,20211226,0,0
919,20211227,9,0
919,20211228,12,0
919,20211229,77,0
919,20211230,40,0
919,20211231,6,0
919,20220101,0,0
919,20220102,21,0
919,20220103,10,0
919,20220104,2,0
919,20220105,21,0
919,20220106,32,0
919,20220107,17,0
919,20220108,19,0
919,20220109,144,0
919,20220110,1,0
919,20220111,0,0
919,20220112,3,0
919,20220113,0,0
919,20220114,0,0
919,20220115,0,0
919,20220116,0,0
919,20220117,0,0
919,20220118,0,0
919,20220119,0,0
919,20220120,21,0
919,20220121,2,0
919,20220122,3,0
919,20220123,0,0
919,20220124,0,0
919,20220125,0,0
919,20220126,0,0
919,20220127,0,0
919,20220128,10,0
919,20220129,0,0
919,20220130,0,0
919,20220131,50,0
919,20220201,39,0
919,20220202,19,0
919,20220203,2,0
919,20220204,2,0
919,20220205,35,0
919,20220206,91,0
919,20220207,175,0
919,20220208,5,0
919,20220209,1,0
919,20220210,4,0
919,20220211,10,0
919,20220212,3,0
